Timestamp,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,Permissions,Frequency [Classical]_nor,Frequency [Country]_nor,Frequency [EDM]_nor,Frequency [Folk]_nor,Frequency [Gospel]_nor,Frequency [Hip hop]_nor,Frequency [Jazz]_nor,Frequency [K pop]_nor,Frequency [Latin]_nor,Frequency [Lofi]_nor,Frequency [Metal]_nor,Frequency [Pop]_nor,Frequency [R&B]_nor,Frequency [Rap]_nor,Frequency [Rock]_nor,Frequency [Video game music]_nor,weighted_danceability,weighted_energy,weighted_loudness,weighted_mode,weighted_speechiness,weighted_acousticness,weighted_instrumentalness,weighted_liveness,weighted_valence,weighted_metric_depression,weighted_metric_anxiety,weighted_metric_ocd,weighted_metric_insomnia
8/27/2022 22:51:15,18.0,Spotify,3.0,Yes,Yes,No,Country,Yes,No,,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7.0,7.0,4.0,7.0,No effect,I understand.,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5903594444444444,0.6237272222222222,-6.961758333333332,0.706111111111111,0.056913000000000005,0.2639082335555556,0.01864270943333333,0.167467,0.4982035555555555,0.1588888888888889,0.3677777777777778,0.017777777777777774,0.23500000000000001
8/27/2022 23:00:32,19.0,YouTube Music,8.0,Yes,No,No,EDM,Yes,No,125.0,1,0,3,0,0,2,1,1,1,1,0,1,1,2,1,1,1.0,0.0,0.0,1.0,Improve,I understand.,0.0625,0.0,0.1875,0.0,0.0,0.125,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.125,0.0625,0.0625,0.5775434341626163,0.5903663096031924,-5.8144186028038165,0.46430283811932743,0.10419085787240243,0.17538920949206876,0.03207670367765921,0.1487628471478285,0.4499235003316719,0.08544131930161342,0.24574772041683807,0.00532051282051282,0.14044601844234197
8/27/2022 23:04:00,,Spotify,3.0,Yes,No,No,Hip hop,Yes,Yes,,1,0,1,0,0,3,0,2,0,3,0,2,2,1,1,0,9.0,3.0,2.0,7.0,Improve,I understand.,0.0625,0.0,0.0625,0.0,0.0,0.1875,0.0,0.125,0.0,0.1875,0.0,0.125,0.125,0.0625,0.0625,0.0,0.5132334935897436,0.5223030769230769,-4.502213701923076,0.38809294871794875,0.09986635256410256,0.12110601274358974,0.008219422512820512,0.12622627724358976,0.41071492628205125,0.05676470588235294,0.2090808823529412,0.003958333333333333,0.12606617647058824
8/27/2022 23:12:03,19.0,Spotify,2.0,Yes,No,No,Country,Yes,No,88.0,0,3,1,2,0,2,0,0,0,1,0,1,0,3,0,0,2.0,1.0,2.0,0.0,Improve,I understand.,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,0.6025460618014464,0.5663344036817883,-7.02949580539119,0.5906508875739644,0.11569768639053256,0.24868378349769887,0.010958963335371467,0.16413693819855357,0.4842140867850099,0.10023767082590612,0.24880524704054116,0.005897435897435898,0.17291878056583937
8/27/2022 23:16:06,18.0,Spotify,4.0,Yes,Yes,No,Jazz,Yes,Yes,148.0,3,1,0,0,0,0,3,0,2,1,2,2,0,0,2,1,6.0,4.0,7.0,0.0,Improve,I understand.,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.0,0.11764705882352941,0.058823529411764705,0.4179572947244662,0.470939886820647,-6.438092096939356,0.47405658588387,0.04577178814427125,0.23776621181482152,0.07079211316194106,0.12466764740015929,0.3604801479880153,0.13790758261346495,0.26462635403811874,0.012458521870286576,0.14824352118469766
8/27/2022 23:19:52,17.0,Spotify,2.0,No,No,No,Pop,Yes,Yes,,1,1,0,0,0,2,1,1,1,1,1,3,1,2,2,1,7.0,5.0,4.0,1.0,Worsen,I understand.,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.5601110155519553,0.5991670900176523,-6.076323202492279,0.5112321524023651,0.09794659588657993,0.1791131427355426,0.03627379206903041,0.14862091968695867,0.46033531510963416,0.11409598752736008,0.2986276033334857,0.011025641025641023,0.16984090528208173
8/27/2022 23:39:41,16.0,Spotify,8.0,Yes,No,No,Hip hop,Yes,Yes,103.0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,0,1,8.0,8.0,4.0,3.0,Improve,I understand.,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,0.7074508625810753,0.6779813432745346,-6.350804243195733,0.4951009274413529,0.19256337915984725,0.16278728261199008,0.024746562774601442,0.1829048395465842,0.5293427415893798,0.07670521199932964,0.2685168426344897,0.004273504273504274,0.1322674710910005
8/27/2022 23:39:49,16.0,Spotify,12.0,Yes,No,Yes,Hip hop,Yes,Yes,120.0,1,0,2,1,0,3,1,0,0,0,2,2,1,2,3,0,5.0,7.0,10.0,0.0,Improve,I understand.,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.0,0.5846006552706552,0.6393230034188033,-6.928577877492877,0.5280911680911681,0.110837349002849,0.1901925282145299,0.039651595746866095,0.16433214102564103,0.48739244301994294,0.10710470720274641,0.28203043506965075,0.010185185185185184,0.1692130454875553
8/27/2022 23:40:55,17.0,Spotify,24.0,Yes,No,No,Rap,Yes,No,99.0,1,0,0,0,0,2,2,2,1,0,2,1,2,3,3,0,7.0,5.0,0.0,3.0,Improve,I understand.,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.0,0.5839159178832863,0.6239960203819572,-7.040783493640863,0.5412746902220587,0.11285038829591462,0.21083193000113684,0.04851560363552529,0.16216868817731975,0.4817608568273831,0.12384151108609312,0.2649028989586265,0.008771929824561403,0.14947180786190073
8/27/2022 23:41:36,15.0,Spotify,3.0,No,No,No,Hip hop,No,No,120.0,0,0,0,0,0,3,1,0,0,0,1,1,2,3,1,0,7.0,3.0,0.0,2.0,Improve,I understand.,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.0,0.6553300854700855,0.6548944132478631,-7.2360711965811975,0.5195940170940171,0.15665007692307692,0.21194900486602564,0.03994892462350427,0.17570838675213674,0.5180060662393162,0.09594771241830066,0.2616013071895425,0.006388888888888888,0.15176470588235294
8/27/2022 23:43:06,15.0,Apple Music,8.0,Yes,No,No,Hip hop,Yes,Yes,120.0,1,0,2,1,0,3,2,3,2,1,1,3,1,3,2,2,6.0,9.0,3.0,0.0,Improve,I understand.,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.0,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.5919060533411953,0.6154010579785856,-6.486179771730764,0.5199334681604185,0.10243345595893467,0.20169556956764975,0.04056560603362016,0.15625681092797403,0.4773572169173089,0.10961197359890172,0.28486145178955635,0.008034188034188034,0.16100978783985317
8/28/2022 0:28:02,17.0,Spotify,4.0,Yes,No,No,Rap,Yes,No,125.0,0,1,1,0,0,2,0,0,0,1,1,2,0,3,2,0,10.0,10.0,2.0,4.0,Improve,I understand.,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078,0.15384615384615385,0.0,0.5996111900065747,0.6549781985535832,-5.96774657462196,0.5242406311637081,0.12449968639053255,0.13545212596180145,0.019403321673833004,0.15964109204470742,0.48998318934911245,0.10335344394167924,0.2881447963800905,0.011025641025641027,0.17880844645550528
8/28/2022 1:39:02,19.0,I do not use a streaming service.,5.0,Yes,No,No,R&B,Yes,Yes,118.0,1,1,2,3,1,3,2,0,0,1,1,1,3,3,2,1,6.0,7.0,5.0,4.0,Improve,I understand.,0.04,0.04,0.08,0.12,0.04,0.12,0.08,0.0,0.0,0.04,0.04,0.04,0.12,0.12,0.08,0.04,0.563484577195854,0.5544980115788325,-7.5223287275504624,0.5379696672122204,0.10251125649754501,0.2614455611549831,0.043390784900189855,0.16443679557010366,0.4542481336388435,0.09751690662278897,0.25671454819690115,0.006605128205128205,0.1458223501988208
8/28/2022 3:19:08,18.0,Spotify,2.0,Yes,No,No,Pop,No,Yes,79.0,1,1,2,0,0,1,0,1,2,0,0,3,0,0,0,1,3.0,3.0,8.0,6.0,No effect,I understand.,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.5979281582670678,0.6474630600329536,-5.204440378071494,0.5360246077799269,0.07224590820438427,0.16120759208396018,0.016075166143768357,0.14358578752059603,0.4845454596496883,0.11657277907277906,0.3298873348873349,0.009038461538461537,0.1926505439005439
8/28/2022 4:13:11,16.0,Other streaming service,3.0,Yes,Yes,Yes,Rock,Yes,Yes,84.0,1,1,0,1,2,2,2,0,1,0,2,0,2,1,3,2,10.0,6.0,8.0,10.0,Improve,I understand.,0.05,0.05,0.0,0.05,0.1,0.1,0.1,0.0,0.05,0.0,0.1,0.0,0.1,0.05,0.15,0.1,0.5423440393377309,0.6011209193355818,-7.503154445527286,0.590340251946635,0.09204475371472501,0.24069538015956343,0.06268789980050571,0.1734257016680719,0.45206566987799435,0.13096071575483342,0.2955032451208922,0.012346153846153847,0.14080127062480005
8/28/2022 4:38:14,18.0,Spotify,2.0,No,No,No,Pop,Yes,Yes,169.0,2,1,1,3,1,1,1,3,0,2,0,3,2,2,2,0,7.0,4.0,2.0,5.0,Improve,I understand.,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.0,0.08333333333333333,0.0,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.5172778757122507,0.5058087155270654,-6.507291417378917,0.506207264957265,0.07686469925213675,0.22906885472293448,0.022529081756214382,0.1422467353988604,0.4266212072649573,0.08549267181620124,0.2425750148544266,0.005416666666666666,0.1487889928698752
8/28/2022 4:40:36,14.0,Spotify,12.0,Yes,Yes,Yes,Rock,Yes,Yes,136.0,2,2,1,1,1,3,2,0,0,3,0,3,3,3,3,2,8.0,6.0,10.0,5.0,Improve,I understand.,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.0,0.0,0.10344827586206896,0.0,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.06896551724137931,0.5168517643960344,0.5169586443666874,-6.230300069605132,0.4747133961660741,0.09106303109656301,0.20759645114908665,0.037801137369911766,0.14417945301653592,0.41433181219782905,0.08738168074882072,0.2593119681760655,0.008859416445623342,0.14349500623334294
8/28/2022 5:05:51,18.0,YouTube Music,6.0,Yes,Yes,Yes,Pop,No,Yes,101.0,2,1,1,1,1,2,2,0,0,0,0,3,2,2,0,0,3.0,2.0,1.0,2.0,Improve,I understand.,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.0,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,0.0,0.5557827199597788,0.513102248064354,-7.049340170940171,0.48288084464555053,0.09518736953242836,0.27166812448466565,0.03657893212282554,0.1503066918049271,0.43596419457013574,0.07294746775715634,0.23842438223061063,0.00411764705882353,0.1523040089476076
8/28/2022 5:16:30,17.0,Spotify,2.0,Yes,Yes,No,Pop,Yes,Yes,126.0,0,3,1,1,0,0,1,2,3,1,1,3,1,0,2,2,6.0,6.0,4.0,5.0,Improve,I understand.,0.0,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.0,0.09523809523809523,0.09523809523809523,0.568634177028645,0.6253201371035583,-6.642126685087962,0.6178809370298731,0.06159354011236989,0.22821764614852785,0.04077035481384974,0.15556838727702554,0.4782716450830493,0.15639101639101638,0.34996743996743995,0.013186813186813185,0.19316868316868313
8/28/2022 8:36:27,17.0,Apple Music,1.0,Yes,No,No,Pop,Yes,No,183.0,1,0,0,1,0,0,2,0,0,0,2,2,0,0,2,0,8.0,2.0,1.0,5.0,Improve,I understand.,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.4737733333333334,0.5409210866666667,-8.346319000000001,0.5333333333333334,0.0549509,0.29186664680666663,0.08396104313000001,0.15112540000000002,0.42214056666666666,0.1448080808080808,0.31692929292929295,0.015333333333333334,0.19717171717171716
8/28/2022 10:30:22,20.0,Apple Music,5.0,Yes,Yes,No,Rock,Yes,Yes,,0,1,1,3,0,3,2,0,2,2,3,2,2,2,3,1,7.0,7.0,2.0,0.0,Improve,I understand.,0.0,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.0,0.1111111111111111,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.5494004619205328,0.5870736643514614,-7.396903238623735,0.5699235673703759,0.09155258075940345,0.24377556876593226,0.04864838742333041,0.159796995466577,0.4657108206230334,0.13327686111999837,0.28915240895633054,0.0100664767331434,0.16145959342037772
8/28/2022 10:38:05,19.0,Spotify,2.0,Yes,No,No,Classical,No,No,120.0,3,0,0,0,0,1,1,0,0,2,0,3,0,0,0,3,4.0,4.0,4.0,3.0,No effect,I understand.,0.23076923076923078,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.0,0.0,0.0,0.23076923076923078,0.38930172576832156,0.4122135566102928,-4.112814644480815,0.2878723404255319,0.05916480523731589,0.13037759971813057,0.05286911387361339,0.1036726042916894,0.29506661320240046,0.07215647600262985,0.30069033530572,0.01272189349112426,0.15571992110453647
8/28/2022 10:54:30,19.0,Spotify,6.0,Yes,Yes,No,Metal,Yes,Yes,,0,0,0,1,0,1,2,1,0,2,3,2,0,0,2,2,9.0,8.0,2.0,3.0,Improve,I understand.,0.0,0.0,0.0,0.0625,0.0,0.0625,0.125,0.0625,0.0,0.125,0.1875,0.125,0.0,0.0,0.125,0.125,0.4907229602541371,0.5840129649231678,-6.89347978427896,0.4892641843971631,0.07461215492021277,0.20717845799708923,0.07786968453860077,0.15436430880614657,0.4117604640957447,0.1402379564879565,0.34505196192696197,0.01626602564102564,0.19136533605283607
8/28/2022 10:59:53,17.0,Spotify,4.0,No,No,No,Rock,Yes,Yes,142.0,1,1,1,3,0,2,1,1,0,1,1,3,1,2,3,1,5.0,6.0,6.0,1.0,Improve,I understand.,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.5568393019805253,0.573617030951082,-7.1614621243531875,0.5489282348856818,0.08995851233695383,0.23134812373128422,0.0371723905876089,0.15660562161715352,0.46778397820264844,0.1102383148639833,0.2969349812397941,0.010384615384615384,0.17576514839883825
8/28/2022 11:08:51,16.0,Spotify,1.0,Yes,No,No,Classical,No,No,75.0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,No effect,I understand.,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.25909056737588654,0.3356930106382979,-4.170210638297872,0.30790780141843965,0.04006108156028368,0.11763962530815601,0.04893640958156028,0.09762465248226948,0.2142787021276596,0.10562030562030561,0.25556591556591557,0.01141025641025641,0.12515799015799015
8/28/2022 11:13:25,18.0,Spotify,5.0,Yes,Yes,No,Pop,Yes,No,120.0,2,1,2,1,2,2,1,2,1,2,1,3,2,2,1,0,3.0,2.0,1.0,1.0,Improve,I understand.,0.08,0.04,0.08,0.04,0.08,0.08,0.04,0.08,0.04,0.08,0.04,0.12,0.08,0.08,0.04,0.0,0.5230187950271951,0.5450624089261848,-5.857591352602952,0.4892559440559441,0.08405146946386947,0.18990855261696662,0.022142989217460763,0.14477399891219891,0.42137683170163165,0.08531336898395721,0.2400194890077243,0.0052,0.14138490790255495
8/28/2022 11:25:49,21.0,Spotify,4.0,Yes,No,No,Pop,No,Yes,89.0,0,0,1,0,0,2,0,1,1,0,0,3,0,1,0,0,6.0,8.0,0.0,2.0,Improve,I understand.,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.6908521086937752,0.7092650435983768,-5.699485694552361,0.5339160839160839,0.12033984395234396,0.15752545690667358,0.003428752860895277,0.1574239855823189,0.5593899598549599,0.08702053211857133,0.3032481679540503,0.005555555555555555,0.19453852247969894
8/28/2022 11:27:15,17.0,Other streaming service,3.0,Yes,No,No,Pop,Yes,No,,0,0,2,0,0,3,1,2,0,0,1,3,2,3,3,0,2.0,0.0,4.0,0.0,No effect,I understand.,0.0,0.0,0.1,0.0,0.0,0.15,0.05,0.1,0.0,0.0,0.05,0.15,0.1,0.15,0.15,0.0,0.6497062179487179,0.6837573146153846,-6.6988627179487175,0.5337564102564103,0.12280419615384615,0.1819013147196154,0.029962886195769235,0.16940139871794874,0.5246841397435897,0.09790196078431374,0.2932941176470588,0.0085,0.17755882352941177
8/28/2022 11:36:35,26.0,Other streaming service,0.5,No,No,No,Rock,No,Yes,140.0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,3,0,9.0,8.0,1.0,0.0,No effect,I understand.,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.4976029629629629,0.5026865851851852,-8.587113333333331,0.6,0.048972777777777775,0.30593025599999996,0.05160815224074074,0.14916851851851853,0.45960888888888884,0.1140179573512907,0.26280583613916947,0.01185185185185185,0.1570482603815937
