,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,song_name,artist_name
0,0,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,audio_features,17i5jLpzndlQhbS4SrTd0B,spotify:track:17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/tracks/17i5jLpzndlQhbS4SrTd0B,https://api.spotify.com/v1/audio-analysis/17i5jLpzndlQhbS4SrTd0B,152280,4,Classical,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach
1,1,0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,audio_features,4SFBV7SRNG2e2kyL1F6kjU,spotify:track:4SFBV7SRNG2e2kyL1F6kjU,https://api.spotify.com/v1/tracks/4SFBV7SRNG2e2kyL1F6kjU,https://api.spotify.com/v1/audio-analysis/4SFBV7SRNG2e2kyL1F6kjU,139307,4,Classical,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",Johann Sebastian Bach
2,2,0.289,0.0306,9,-30.79,0,0.0446,0.987,0.911,0.102,0.118,125.61,audio_features,3zLTPuucd3e6TxZnu2dlVS,spotify:track:3zLTPuucd3e6TxZnu2dlVS,https://api.spotify.com/v1/tracks/3zLTPuucd3e6TxZnu2dlVS,https://api.spotify.com/v1/audio-analysis/3zLTPuucd3e6TxZnu2dlVS,212067,3,Classical,"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven
3,3,0.0753,0.07,2,-27.272,1,0.044,0.918,0.947,0.146,0.0625,79.801,audio_features,7h6GoPvGHC9uzZJ8bNvfIq,spotify:track:7h6GoPvGHC9uzZJ8bNvfIq,https://api.spotify.com/v1/tracks/7h6GoPvGHC9uzZJ8bNvfIq,https://api.spotify.com/v1/audio-analysis/7h6GoPvGHC9uzZJ8bNvfIq,365147,4,Classical,"Suite No. 3 in D Major, BWV 1068: II. Air",Johann Sebastian Bach
4,4,0.13,0.158,2,-16.132,1,0.035,0.748,0.924,0.1,0.0998,85.031,audio_features,5x3TUfYzgZIdt0Kaop64ss,spotify:track:5x3TUfYzgZIdt0Kaop64ss,https://api.spotify.com/v1/tracks/5x3TUfYzgZIdt0Kaop64ss,https://api.spotify.com/v1/audio-analysis/5x3TUfYzgZIdt0Kaop64ss,302093,4,Classical,"Pachelbel: Canon and Gigue in D Major for 3 Violins and Continuo, P. 37: I. Canon (Orchestral Version)",Johann Pachelbel
5,5,0.0939,0.0336,2,-24.041,0,0.0606,0.927,0.83,0.0954,0.0516,67.359,audio_features,1upQiytDIEZfl9ItruoXuC,spotify:track:1upQiytDIEZfl9ItruoXuC,https://api.spotify.com/v1/tracks/1upQiytDIEZfl9ItruoXuC,https://api.spotify.com/v1/audio-analysis/1upQiytDIEZfl9ItruoXuC,207267,3,Classical,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",George Frideric Handel
6,6,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,audio_features,5fdp9rXfEixCGLM1Og4EN1,spotify:track:5fdp9rXfEixCGLM1Og4EN1,https://api.spotify.com/v1/tracks/5fdp9rXfEixCGLM1Og4EN1,https://api.spotify.com/v1/audio-analysis/5fdp9rXfEixCGLM1Og4EN1,296480,4,Classical,Gnossienne No. 1,Erik Satie
7,7,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,audio_features,0jOnZhF75V68VsBObWx2XO,spotify:track:0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/tracks/0jOnZhF75V68VsBObWx2XO,https://api.spotify.com/v1/audio-analysis/0jOnZhF75V68VsBObWx2XO,174267,3,Classical,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns
8,8,0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,audio_features,1cmigB9I6IRpFqjIbzvSQB,spotify:track:1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/tracks/1cmigB9I6IRpFqjIbzvSQB,https://api.spotify.com/v1/audio-analysis/1cmigB9I6IRpFqjIbzvSQB,294960,3,Classical,"Suite bergamasque, L. 75: III. Clair de lune",Claude Debussy
9,9,0.205,0.0686,4,-23.415,0,0.0462,0.873,0.402,0.0909,0.0359,90.779,audio_features,6Uk28Hs2MulezLxMrd1rBD,spotify:track:6Uk28Hs2MulezLxMrd1rBD,https://api.spotify.com/v1/tracks/6Uk28Hs2MulezLxMrd1rBD,https://api.spotify.com/v1/audio-analysis/6Uk28Hs2MulezLxMrd1rBD,337253,1,Classical,Meditation: Méditation from Thaïs,Jules Massenet
10,10,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.604,0.143,0.0936,94.736,audio_features,0dzl6bBvsIAfHLlTbBObTW,spotify:track:0dzl6bBvsIAfHLlTbBObTW,https://api.spotify.com/v1/tracks/0dzl6bBvsIAfHLlTbBObTW,https://api.spotify.com/v1/audio-analysis/0dzl6bBvsIAfHLlTbBObTW,707173,4,Classical,"An der schönen blauen Donau, Op.314",Johann Strauss II
11,11,0.371,0.131,2,-23.899,1,0.0413,0.898,0.925,0.0847,0.0655,105.328,audio_features,0pCHzhuRt6kOU3FUEG3HnC,spotify:track:0pCHzhuRt6kOU3FUEG3HnC,https://api.spotify.com/v1/tracks/0pCHzhuRt6kOU3FUEG3HnC,https://api.spotify.com/v1/audio-analysis/0pCHzhuRt6kOU3FUEG3HnC,442693,4,Classical,"Danse Macabre, Op.40, R.171",Camille Saint-Saëns
12,12,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,audio_features,0cqcRqZgkNHanWQ8slYA0v,spotify:track:0cqcRqZgkNHanWQ8slYA0v,https://api.spotify.com/v1/tracks/0cqcRqZgkNHanWQ8slYA0v,https://api.spotify.com/v1/audio-analysis/0cqcRqZgkNHanWQ8slYA0v,583293,4,Classical,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,Gustav Mahler
13,13,0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,audio_features,0k6P9cdEA9K3k0ASde2Kof,spotify:track:0k6P9cdEA9K3k0ASde2Kof,https://api.spotify.com/v1/tracks/0k6P9cdEA9K3k0ASde2Kof,https://api.spotify.com/v1/audio-analysis/0k6P9cdEA9K3k0ASde2Kof,640267,4,Classical,Rodrigo: Concierto de Aranjuez: II. Adagio,Joaquín Rodrigo
14,14,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,audio_features,3DNRdudZ2SstnDCVKFdXxG,spotify:track:3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG,https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG,315427,3,Classical,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven
15,15,0.235,0.0639,11,-24.404,0,0.049,0.962,0.603,0.466,0.0781,120.736,audio_features,04eShjKTWijeJJqGnhxpYK,spotify:track:04eShjKTWijeJJqGnhxpYK,https://api.spotify.com/v1/tracks/04eShjKTWijeJJqGnhxpYK,https://api.spotify.com/v1/audio-analysis/04eShjKTWijeJJqGnhxpYK,200360,3,Classical,Scheherazade: The Tale of the Kalendar Prince,Nikolai Rimsky-Korsakov
16,16,0.0811,0.0122,4,-32.654,0,0.0511,0.902,0.308,0.0648,0.0384,74.554,audio_features,2kAgCRZPG3YQR2VMqRvLmb,spotify:track:2kAgCRZPG3YQR2VMqRvLmb,https://api.spotify.com/v1/tracks/2kAgCRZPG3YQR2VMqRvLmb,https://api.spotify.com/v1/audio-analysis/2kAgCRZPG3YQR2VMqRvLmb,935360,4,Classical,The Lark Ascending,Ralph Vaughan Williams
17,17,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,audio_features,4rrrn8OLrttq7r9RgNXalU,spotify:track:4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/tracks/4rrrn8OLrttq7r9RgNXalU,https://api.spotify.com/v1/audio-analysis/4rrrn8OLrttq7r9RgNXalU,644273,4,Classical,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",Sergei Rachmaninoff
18,18,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,audio_features,3GecLjGMqzjmgkvy2v41Wf,spotify:track:3GecLjGMqzjmgkvy2v41Wf,https://api.spotify.com/v1/tracks/3GecLjGMqzjmgkvy2v41Wf,https://api.spotify.com/v1/audio-analysis/3GecLjGMqzjmgkvy2v41Wf,357747,1,Classical,"Ständchen in D Minor (After Schubert), S. 560",Franz Liszt
19,19,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,audio_features,2MSgFefjK0T7Iwjvr3OKqV,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,https://api.spotify.com/v1/tracks/2MSgFefjK0T7Iwjvr3OKqV,https://api.spotify.com/v1/audio-analysis/2MSgFefjK0T7Iwjvr3OKqV,259493,4,Classical,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Frédéric Chopin
20,20,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,audio_features,2u9VGZmVz7Rm01SfDgzcfA,spotify:track:2u9VGZmVz7Rm01SfDgzcfA,https://api.spotify.com/v1/tracks/2u9VGZmVz7Rm01SfDgzcfA,https://api.spotify.com/v1/audio-analysis/2u9VGZmVz7Rm01SfDgzcfA,293147,3,Classical,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",Franz Liszt
21,21,0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,audio_features,3af6PvJHP8XlFMWeuN7bF8,spotify:track:3af6PvJHP8XlFMWeuN7bF8,https://api.spotify.com/v1/tracks/3af6PvJHP8XlFMWeuN7bF8,https://api.spotify.com/v1/audio-analysis/3af6PvJHP8XlFMWeuN7bF8,337840,4,Classical,"Andante festivo for Strings and Timpani, JS 34b",Jean Sibelius
22,22,0.353,0.254,0,-16.205,1,0.0349,0.948,0.859,0.0843,0.0986,133.808,audio_features,3QqPgzOcv9titKufFR0gsQ,spotify:track:3QqPgzOcv9titKufFR0gsQ,https://api.spotify.com/v1/tracks/3QqPgzOcv9titKufFR0gsQ,https://api.spotify.com/v1/audio-analysis/3QqPgzOcv9titKufFR0gsQ,564640,4,Classical,"Piano Concerto No. 3 in C, Op. 26: 1. Andante - Allegro",Sergei Prokofiev
23,23,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,audio_features,5xbuJuQsTVheVZvX2AJVIv,spotify:track:5xbuJuQsTVheVZvX2AJVIv,https://api.spotify.com/v1/tracks/5xbuJuQsTVheVZvX2AJVIv,https://api.spotify.com/v1/audio-analysis/5xbuJuQsTVheVZvX2AJVIv,151507,3,Classical,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1 - 2012",Max Richter
24,24,0.312,0.0465,9,-26.438,0,0.0378,0.981,0.9,0.0872,0.0371,130.303,audio_features,0QTaXZRWdzfPdssiQThdCL,spotify:track:0QTaXZRWdzfPdssiQThdCL,https://api.spotify.com/v1/tracks/0QTaXZRWdzfPdssiQThdCL,https://api.spotify.com/v1/audio-analysis/0QTaXZRWdzfPdssiQThdCL,766213,3,Classical,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg
25,25,0.302,0.119,9,-18.059,0,0.0386,0.975,0.887,0.11,0.0381,94.4,audio_features,2Z4aQJh0kesRMookvtfR4y,spotify:track:2Z4aQJh0kesRMookvtfR4y,https://api.spotify.com/v1/tracks/2Z4aQJh0kesRMookvtfR4y,https://api.spotify.com/v1/audio-analysis/2Z4aQJh0kesRMookvtfR4y,820853,4,Classical,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg
26,26,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,audio_features,0S0YKiEdR9cT9pYgEaTevF,spotify:track:0S0YKiEdR9cT9pYgEaTevF,https://api.spotify.com/v1/tracks/0S0YKiEdR9cT9pYgEaTevF,https://api.spotify.com/v1/audio-analysis/0S0YKiEdR9cT9pYgEaTevF,415800,3,Classical,O Magnum Mysterium: O magnum mysterium,Morten Lauridsen
27,27,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,audio_features,1CSaCKPIp2yCIDL3t7Fyau,spotify:track:1CSaCKPIp2yCIDL3t7Fyau,https://api.spotify.com/v1/tracks/1CSaCKPIp2yCIDL3t7Fyau,https://api.spotify.com/v1/audio-analysis/1CSaCKPIp2yCIDL3t7Fyau,537427,3,Classical,Barber: Adagio for Strings,Samuel Barber
28,28,0.148,0.0722,4,-25.217,0,0.0427,0.944,0.148,0.115,0.0467,87.882,audio_features,5pjDwtMPly0cNMbuGXhUOI,spotify:track:5pjDwtMPly0cNMbuGXhUOI,https://api.spotify.com/v1/tracks/5pjDwtMPly0cNMbuGXhUOI,https://api.spotify.com/v1/audio-analysis/5pjDwtMPly0cNMbuGXhUOI,478573,4,Classical,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",Edward Elgar
29,29,0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,audio_features,2nVt0n0aSj3AwZjakMvDHX,spotify:track:2nVt0n0aSj3AwZjakMvDHX,https://api.spotify.com/v1/tracks/2nVt0n0aSj3AwZjakMvDHX,https://api.spotify.com/v1/audio-analysis/2nVt0n0aSj3AwZjakMvDHX,592040,3,Classical,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,Aram Khachaturian
30,30,0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,audio_features,4Dcm4KMuDz0l01weeSpD4J,spotify:track:4Dcm4KMuDz0l01weeSpD4J,https://api.spotify.com/v1/tracks/4Dcm4KMuDz0l01weeSpD4J,https://api.spotify.com/v1/audio-analysis/4Dcm4KMuDz0l01weeSpD4J,642573,4,Classical,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Alexander Borodin
31,31,0.154,0.029,2,-26.927,1,0.0374,0.984,0.89,0.129,0.0376,78.51,audio_features,3Yf8ais15iSDj9i0at2fOC,spotify:track:3Yf8ais15iSDj9i0at2fOC,https://api.spotify.com/v1/tracks/3Yf8ais15iSDj9i0at2fOC,https://api.spotify.com/v1/audio-analysis/3Yf8ais15iSDj9i0at2fOC,371667,5,Classical,Piano Concerto in One Movement: Adagio cantabile,Florence Beatrice Price
32,32,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,audio_features,4QfYHdV8hMoyS9qKUct98q,spotify:track:4QfYHdV8hMoyS9qKUct98q,https://api.spotify.com/v1/tracks/4QfYHdV8hMoyS9qKUct98q,https://api.spotify.com/v1/audio-analysis/4QfYHdV8hMoyS9qKUct98q,455467,3,Classical,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Gabriel Fauré
33,33,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,audio_features,3MRQn2RYo2VLYMoStnLRxu,spotify:track:3MRQn2RYo2VLYMoStnLRxu,https://api.spotify.com/v1/tracks/3MRQn2RYo2VLYMoStnLRxu,https://api.spotify.com/v1/audio-analysis/3MRQn2RYo2VLYMoStnLRxu,346587,3,Classical,"Ravel: Pavane pour une infante défunte, M. 19",Maurice Ravel
34,34,0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,audio_features,0xX7kREWmOGBWzYNcpZwRN,spotify:track:0xX7kREWmOGBWzYNcpZwRN,https://api.spotify.com/v1/tracks/0xX7kREWmOGBWzYNcpZwRN,https://api.spotify.com/v1/audio-analysis/0xX7kREWmOGBWzYNcpZwRN,364093,4,Classical,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",César Franck
35,35,0.212,0.119,1,-20.511,1,0.0366,0.976,0.907,0.087,0.0396,84.346,audio_features,1Xy6MHSaX3IUGGqst6RzYM,spotify:track:1Xy6MHSaX3IUGGqst6RzYM,https://api.spotify.com/v1/tracks/1Xy6MHSaX3IUGGqst6RzYM,https://api.spotify.com/v1/audio-analysis/1Xy6MHSaX3IUGGqst6RzYM,1252322,3,Classical,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso - Allegro con spirito",Pyotr Ilyich Tchaikovsky
36,36,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,audio_features,4wudbbceOZKjRlhTtbHvAs,spotify:track:4wudbbceOZKjRlhTtbHvAs,https://api.spotify.com/v1/tracks/4wudbbceOZKjRlhTtbHvAs,https://api.spotify.com/v1/audio-analysis/4wudbbceOZKjRlhTtbHvAs,636000,3,Classical,Spiegel im Spiegel - Version for Violin and Piano,Arvo Pärt
37,37,0.1,0.0354,11,-17.211,0,0.0387,0.901,0.865,0.125,0.0426,73.968,audio_features,52GmHO5DikTIKc3yBmTTT1,spotify:track:52GmHO5DikTIKc3yBmTTT1,https://api.spotify.com/v1/tracks/52GmHO5DikTIKc3yBmTTT1,https://api.spotify.com/v1/audio-analysis/52GmHO5DikTIKc3yBmTTT1,906000,4,Classical,"Symphony No. 8 in B Minor, D. 759 ""Unfinished"": I. Allegro moderato",Franz Schubert
38,38,0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,audio_features,419qlOGNXoyICx4jO0hqaj,spotify:track:419qlOGNXoyICx4jO0hqaj,https://api.spotify.com/v1/tracks/419qlOGNXoyICx4jO0hqaj,https://api.spotify.com/v1/audio-analysis/419qlOGNXoyICx4jO0hqaj,174653,4,Classical,"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",Sergei Rachmaninoff
39,39,0.351,0.206,1,-22.657,1,0.0597,0.797,0.255,0.0738,0.0839,130.415,audio_features,2OHnoGjn6X6kDwzO7Rw0Y9,spotify:track:2OHnoGjn6X6kDwzO7Rw0Y9,https://api.spotify.com/v1/tracks/2OHnoGjn6X6kDwzO7Rw0Y9,https://api.spotify.com/v1/audio-analysis/2OHnoGjn6X6kDwzO7Rw0Y9,577440,4,Classical,The Sorcerer's Apprentice,Paul Dukas
40,40,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,audio_features,1Oo7XEqkrwifJn17aA0ocF,spotify:track:1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/tracks/1Oo7XEqkrwifJn17aA0ocF,https://api.spotify.com/v1/audio-analysis/1Oo7XEqkrwifJn17aA0ocF,378733,4,Classical,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Johannes Brahms
41,41,0.365,0.0718,7,-21.408,1,0.0452,0.906,0.347,0.0506,0.255,90.666,audio_features,3bDA5rMBde88xVYgm1oIUw,spotify:track:3bDA5rMBde88xVYgm1oIUw,https://api.spotify.com/v1/tracks/3bDA5rMBde88xVYgm1oIUw,https://api.spotify.com/v1/audio-analysis/3bDA5rMBde88xVYgm1oIUw,463000,4,Classical,"Violin Concerto No. 1 in G Minor, Op. 26: III. Finale. Allegro energico",Max Bruch
42,42,0.361,0.0659,7,-28.757,0,0.054,0.995,0.875,0.122,0.375,85.114,audio_features,7emUlba3ePOU0zfv85HGNu,spotify:track:7emUlba3ePOU0zfv85HGNu,https://api.spotify.com/v1/tracks/7emUlba3ePOU0zfv85HGNu,https://api.spotify.com/v1/audio-analysis/7emUlba3ePOU0zfv85HGNu,195243,4,Classical,"Goldberg Variations, BWV 988: Var. 21",Johann Sebastian Bach
43,43,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,audio_features,43bSKCMWHIuBsUVmQcDX1J,spotify:track:43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/tracks/43bSKCMWHIuBsUVmQcDX1J,https://api.spotify.com/v1/audio-analysis/43bSKCMWHIuBsUVmQcDX1J,257000,3,Classical,"Rêverie, L. 68: Rêverie",Claude Debussy
44,44,0.234,0.0251,9,-28.627,1,0.0449,0.937,0.202,0.101,0.04,126.31,audio_features,57RRXysNvNZl8f5KPwEvuU,spotify:track:57RRXysNvNZl8f5KPwEvuU,https://api.spotify.com/v1/tracks/57RRXysNvNZl8f5KPwEvuU,https://api.spotify.com/v1/audio-analysis/57RRXysNvNZl8f5KPwEvuU,220000,4,Classical,"Petite Suite de Concert, Op. 77: III. Un sonnet d'amour",Samuel Coleridge-Taylor
45,45,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,audio_features,5Zf5prtvv7KRQ1J6kNn4C6,spotify:track:5Zf5prtvv7KRQ1J6kNn4C6,https://api.spotify.com/v1/tracks/5Zf5prtvv7KRQ1J6kNn4C6,https://api.spotify.com/v1/audio-analysis/5Zf5prtvv7KRQ1J6kNn4C6,330293,4,Classical,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",Wolfgang Amadeus Mozart
46,46,0.152,0.0283,9,-30.525,1,0.0468,0.706,0.563,0.162,0.0348,87.008,audio_features,4dAudDd5aYKHSrVzMSR8HI,spotify:track:4dAudDd5aYKHSrVzMSR8HI,https://api.spotify.com/v1/tracks/4dAudDd5aYKHSrVzMSR8HI,https://api.spotify.com/v1/audio-analysis/4dAudDd5aYKHSrVzMSR8HI,426890,4,Classical,String Quartet No. 2 in A Minor: II. Andante cantabile (Arr. Colbert for String Ensemble),Florence Beatrice Price
47,47,0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,audio_features,4dGkPPLnIdVgogqpyaAjbc,spotify:track:4dGkPPLnIdVgogqpyaAjbc,https://api.spotify.com/v1/tracks/4dGkPPLnIdVgogqpyaAjbc,https://api.spotify.com/v1/audio-analysis/4dGkPPLnIdVgogqpyaAjbc,425000,4,Classical,Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini
48,48,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,audio_features,74WjYdm3Lvbwnds4thYPUU,spotify:track:74WjYdm3Lvbwnds4thYPUU,https://api.spotify.com/v1/tracks/74WjYdm3Lvbwnds4thYPUU,https://api.spotify.com/v1/audio-analysis/74WjYdm3Lvbwnds4thYPUU,177333,4,Classical,"Turandot, SC 91, Act III: Nessun dorma!",Giacomo Puccini
49,49,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,audio_features,3VQ7hwiEfaHDl3AySgyaiR,spotify:track:3VQ7hwiEfaHDl3AySgyaiR,https://api.spotify.com/v1/tracks/3VQ7hwiEfaHDl3AySgyaiR,https://api.spotify.com/v1/audio-analysis/3VQ7hwiEfaHDl3AySgyaiR,153267,4,Classical,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",Edvard Grieg
50,50,0.267,0.0699,2,-23.034,1,0.0468,0.816,0.0278,0.153,0.102,96.393,audio_features,3rBQFU7o7d7ezAVC1aXaVD,spotify:track:3rBQFU7o7d7ezAVC1aXaVD,https://api.spotify.com/v1/tracks/3rBQFU7o7d7ezAVC1aXaVD,https://api.spotify.com/v1/audio-analysis/3rBQFU7o7d7ezAVC1aXaVD,365997,3,Classical,"Violin Concerto No. 2 in A Major, Op. 5: II. Largo",Joseph Boulogne Chevalier de Saint-Georges
51,51,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,audio_features,6cC6h5E351deEGFd7Kh9uy,spotify:track:6cC6h5E351deEGFd7Kh9uy,https://api.spotify.com/v1/tracks/6cC6h5E351deEGFd7Kh9uy,https://api.spotify.com/v1/audio-analysis/6cC6h5E351deEGFd7Kh9uy,268853,4,Classical,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",Niccolò Paganini
52,52,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,audio_features,3NbAsIxDL0fVgNuCLD152P,spotify:track:3NbAsIxDL0fVgNuCLD152P,https://api.spotify.com/v1/tracks/3NbAsIxDL0fVgNuCLD152P,https://api.spotify.com/v1/audio-analysis/3NbAsIxDL0fVgNuCLD152P,176518,4,Classical,"Dolly Suite, Op. 56: I. Berceuse",Gabriel Fauré
53,53,0.207,0.15,1,-18.819,0,0.0394,0.991,0.827,0.0944,0.0395,86.339,audio_features,5L1D2edlnA2yvnO2IsHMZ0,spotify:track:5L1D2edlnA2yvnO2IsHMZ0,https://api.spotify.com/v1/tracks/5L1D2edlnA2yvnO2IsHMZ0,https://api.spotify.com/v1/audio-analysis/5L1D2edlnA2yvnO2IsHMZ0,173200,4,Classical,Dreamweaver: 2. Dreamsong,Ola Gjeilo
54,54,0.31,0.0555,7,-25.695,1,0.0395,0.994,0.906,0.121,0.566,70.515,audio_features,1ENZ1YHuOp5MMFJlWBQ6V7,spotify:track:1ENZ1YHuOp5MMFJlWBQ6V7,https://api.spotify.com/v1/tracks/1ENZ1YHuOp5MMFJlWBQ6V7,https://api.spotify.com/v1/audio-analysis/1ENZ1YHuOp5MMFJlWBQ6V7,140040,4,Classical,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",Johann Sebastian Bach
55,55,0.21,0.101,0,-19.383,1,0.0403,0.927,0.902,0.0776,0.153,86.314,audio_features,7HSs4srn1qnZhh7WRWBVOk,spotify:track:7HSs4srn1qnZhh7WRWBVOk,https://api.spotify.com/v1/tracks/7HSs4srn1qnZhh7WRWBVOk,https://api.spotify.com/v1/audio-analysis/7HSs4srn1qnZhh7WRWBVOk,341693,4,Classical,"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",Sergei Prokofiev
56,56,0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.106,0.0538,121.131,audio_features,2ceu417OdiSxzR3K7B1n2M,spotify:track:2ceu417OdiSxzR3K7B1n2M,https://api.spotify.com/v1/tracks/2ceu417OdiSxzR3K7B1n2M,https://api.spotify.com/v1/audio-analysis/2ceu417OdiSxzR3K7B1n2M,1215573,4,Classical,"Symphonic Variations on an African Air, Op.63",Samuel Coleridge-Taylor
57,57,0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,audio_features,1MiWGSGDC5mGoP3MNclZ7s,spotify:track:1MiWGSGDC5mGoP3MNclZ7s,https://api.spotify.com/v1/tracks/1MiWGSGDC5mGoP3MNclZ7s,https://api.spotify.com/v1/audio-analysis/1MiWGSGDC5mGoP3MNclZ7s,208587,3,Classical,The Rite of Spring: Part One: Adoration of the Earth: Introduction,Igor Stravinsky
58,58,0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,audio_features,3Rw0Rg4LjlYnuxIyioW3vg,spotify:track:3Rw0Rg4LjlYnuxIyioW3vg,https://api.spotify.com/v1/tracks/3Rw0Rg4LjlYnuxIyioW3vg,https://api.spotify.com/v1/audio-analysis/3Rw0Rg4LjlYnuxIyioW3vg,397640,3,Classical,Violin Concerto No. 10 in G Major: Largo,Joseph Boulogne Chevalier de Saint-Georges
